datacoverage,elevation,elevationUnit,id,latitude,longitude,maxdate,mindate,name,square_diagonal,query_count,query_long,query_lat,dist_from_center,p_name
0.9098,178.6,METERS,GHCND_USC00202423,44.2838,-83.5036,10/17/2018,1890-04-01,"EAST TAWAS, MI US",2.567836929,15,-83.55797383,43.53617895,0.749595724,Tuscola II
0.9932,497.4,METERS,GHCND_USC00391076,44.3252,-96.7686,10/16/2018,1893-01-01,"BROOKINGS 2 NE, SD US",3.081404315,16,-96.06648573,44.1111067,0.734030241,Moraine II
0.9974,347.5,METERS,GHCND_USC00214546,44.2395,-95.3152,10/2/2018,1/1/1961,"LAMBERTON SOUTHWEST RESEARCH AND OUTREACH CENTER, MN US",3.081404315,16,-96.06648573,44.1111067,0.762177856,Moraine II
0.9561,435.9,METERS,GHCND_USC00397666,43.5877,-96.73,10/17/2018,1/1/2011,"SIOUX FALLS WEATHER FORECAST OFFICE AIRPORT, SD US",3.081404315,16,-96.06648573,44.1111067,0.845106952,Moraine II
0.9964,694.9,METERS,GHCND_USC00414967,33.06417,-101.04889,10/17/2018,5/1/1994,"LAKE ALAN HENRY, TX US",2.139864108,14,-101.2236474,32.95950634,0.203702272,Red Canyon
0.7781,700.1,METERS,GHCND_USC00418566,33.47917,-100.87611,10/16/2018,5/1/1911,"SPUR, TX US",2.139864108,14,-101.2236474,32.95950634,0.625166006,Red Canyon
0.9252,765,METERS,GHCND_USW00023041,32.2443,-101.4537,10/17/2018,1/1/1948,"BIG SPRING, TX US",2.139864108,14,-101.2236474,32.95950634,0.751295099,Red Canyon
0.9084,502.9,METERS,GHCND_USC00253075,41.3594,-97.9761,11/30/2013,3/1/1901,"FULLERTON, NE US",2.567836929,15,-97.97385781,41.86455256,0.505157532,Petersburg
1,472.7,METERS,GHCND_USW00014941,41.9855,-97.4352,10/16/2018,10/1/1945,"NORFOLK KARL STEFAN MEMORIAL AIRPORT, NE US",2.567836929,15,-97.97385781,41.86455256,0.552069312,Petersburg
0.9788,515.1,METERS,GHCND_USC00256396,42.3691,-97.5983,7/31/2013,9/1/2008,"OSMOND NUMBER 1, NE US",2.567836929,15,-97.97385781,41.86455256,0.628976785,Petersburg
0.9943,407.8,METERS,GHCND_USW00014972,43.16444,-95.20167,10/15/2018,10/1/1996,"SPENCER MUNICIPAL AIRPORT, IA US",3.081404315,16,-94.78056038,42.60906835,0.69697273,Pomeroy III
0.9937,368.8,METERS,GHCND_USC00131442,42.7572,-95.5377,10/17/2018,11/13/1921,"CHEROKEE, IA US",3.081404315,16,-94.78056038,42.60906835,0.771494263,Pomeroy III
0.9939,401.4,METERS,GHCND_USW00094971,43.40111,-94.74722,10/16/2018,7/1/1996,"ESTHERVILLE MUNICIPAL AIRPORT, IA US",3.081404315,16,-94.78056038,42.60906835,0.792743058,Pomeroy III
0.9953,1277.7,METERS,GHCND_USW00003026,39.24472,-102.28417,10/16/2018,6/1/1997,"BURLINGTON CARSON AIRPORT, CO US",2.567836929,15,-102.3288462,39.36791665,0.131047233,Kit Carson Project
0.939,1132.9,METERS,GHCND_USC00050834,39.6567,-102.1193,7/9/2018,6/1/1949,"BONNY DAM 2 NE, CO US",2.567836929,15,-102.3288462,39.36791665,0.356798875,Kit Carson Project
0.897,1114.3,METERS,GHCND_USW00023065,39.36722,-101.69333,10/16/2018,1895-06-01,"GOODLAND RENNER FIELD, KS US",2.567836929,15,-102.3288462,39.36791665,0.635516588,Kit Carson Project
0.8412,570,METERS,GHCND_USC00355734,45.4825,-120.7236,10/11/2018,1897-11-01,"MORO, OR US",2.567836929,15,-120.2818609,45.88289939,0.596198867,Big Horn
0.9283,253,METERS,GHCND_USC00456768,46.2014,-119.758,10/17/2018,7/1/1925,"PROSSER, WA US",2.567836929,15,-120.2818609,45.88289939,0.61308474,Big Horn
1,324.3,METERS,GHCND_USW00024243,46.5683,-120.5428,10/16/2018,9/6/1946,"YAKIMA AIRPORT, WA US",2.567836929,15,-120.2818609,45.88289939,0.733391573,Big Horn
0.922,926,METERS,GHCND_USC00413280,30.9071,-102.9153,10/8/2018,5/1/1940,"FORT STOCKTON, TX US",3.081404315,16,-102.1198501,30.92669741,0.795691289,Desert Sky
0.9916,917.4,METERS,GHCND_USW00023091,30.91194,-102.91667,10/16/2018,7/1/1996,"FORT STOCKTON PECOS CO AIRPORT, TX US",3.081404315,16,-102.1198501,30.92669741,0.796956561,Desert Sky
0.9905,707.7,METERS,GHCND_USW00003032,30.04806,-102.21306,10/16/2018,6/15/1999,"DRYDEN TERRELL CO AIRPORT, TX US",3.081404315,16,-102.1198501,30.92669741,0.883567648,Desert Sky
0.9314,855.6,METERS,GHCND_USW00023040,31.7801,-103.2018,10/16/2018,6/1/1938,"WINKLER CO AIRPORT, TX US",3.081404315,16,-102.8211833,31.96511003,0.423199503,Notrees
0.9977,914.7,METERS,GHCND_USW00003031,31.92056,-102.38667,10/16/2018,12/1/1998,"ODESSA SCHLEMEYER FIELD, TX US",3.081404315,16,-102.8211833,31.96511003,0.436791105,Notrees
1,872.3,METERS,GHCND_USW00023023,31.9475,-102.2086,10/16/2018,6/1/1930,"MIDLAND INTERNATIONAL AIRPORT, TX US",3.081404315,16,-102.8211833,31.96511003,0.612836317,Notrees
0.2393,150.6,METERS,GHCND_USW00012907,27.53333,-99.46667,10/16/2018,3/15/1965,"LAREDO INTERNATIONAL AIRPORT, TX US",2.567836929,15,-98.91654308,27.18001667,0.653811856,Sendero
0.9837,97.5,METERS,GHCND_USC00413060,26.558,-99.1372,10/17/2018,7/1/1962,"FALCON DAM, TX US",2.567836929,15,-98.91654308,27.18001667,0.659995615,Sendero
0.7522,131.1,METERS,GHCND_USC00415060,27.5684,-99.4982,10/16/2018,9/1/1946,"LAREDO 2, TX US",2.567836929,15,-98.91654308,27.18001667,0.699404311,Sendero
0.9289,787,METERS,GHCND_USW00013985,37.7686,-99.9678,10/16/2018,4/1/1909,"DODGE CITY REGIONAL AIRPORT, KS US",3.081404315,16,-99.84624027,37.84068283,0.141324809,Spearville 3
0.9407,878.4,METERS,GHCND_USW00023064,37.92722,-100.72472,10/16/2018,3/1/1947,"GARDEN CITY REGIONAL AIRPORT, KS US",3.081404315,16,-99.84624027,37.84068283,0.882731737,Spearville 3
0.9731,650.7,METERS,GHCND_USC00141383,38.7978,-99.723,10/17/2018,8/1/1949,"CEDAR BLUFF DAM, KS US",3.081404315,16,-99.84624027,37.84068283,0.965018886,Spearville 3
0.9964,694.9,METERS,GHCND_USC00414967,33.06417,-101.04889,10/17/2018,5/1/1994,"LAKE ALAN HENRY, TX US",2.567836929,15,-101.6536026,32.90786845,0.624585843,Stephens Ranch 1
0.9252,765,METERS,GHCND_USW00023041,32.2443,-101.4537,10/17/2018,1/1/1948,"BIG SPRING, TX US",2.567836929,15,-101.6536026,32.90786845,0.693025343,Stephens Ranch 1
0.981,991.8,METERS,GHCND_USW00023042,33.6656,-101.8231,10/16/2018,8/10/1945,"LUBBOCK INTERNATIONAL AIRPORT, TX US",2.567836929,15,-101.6536026,32.90786845,0.776457648,Stephens Ranch 1
0.9283,253,METERS,GHCND_USC00456768,46.2014,-119.758,10/17/2018,7/1/1925,"PROSSER, WA US",2.567836929,15,-120.0756968,45.74884908,0.552931799,Shepherds Flat (2011)
0.8412,570,METERS,GHCND_USC00355734,45.4825,-120.7236,10/11/2018,1897-11-01,"MORO, OR US",2.567836929,15,-120.0756968,45.74884908,0.700514397,Shepherds Flat (2011)
0.9957,195.4,METERS,GHCND_USW00004113,45.82583,-119.26111,10/16/2018,3/16/1998,"HERMISTON MUNICIPAL AIRPORT, OR US",2.567836929,15,-120.0756968,45.74884908,0.818216156,Shepherds Flat (2011)
0.9964,522.7,METERS,GHCND_USW00094052,45.54639,-100.40778,10/16/2018,1/1/1998,"MOBRIDGE MUNICIPAL AIRPORT, SD US",4.437222213,18,-100.2751613,45.78931664,0.27676897,Campbell County
0.7968,559.3,METERS,GHCND_USC00397277,45.4526,-99.3358,10/17/2018,12/1/1934,"ROSCOE, SD US",4.437222213,18,-100.2751613,45.78931664,0.997886665,Campbell County
0.8602,503.2,METERS,GHCND_USW00024011,46.7825,-100.7572,10/16/2018,7/1/1936,"BISMARCK MUNICIPAL AIRPORT, ND US",4.437222213,18,-100.2751613,45.78931664,1.103981194,Campbell County
0.9939,401.4,METERS,GHCND_USW00094971,43.40111,-94.74722,10/16/2018,7/1/1996,"ESTHERVILLE MUNICIPAL AIRPORT, IA US",3.081404315,16,-94.94075274,43.75909698,0.406951599,Elm Creek
0.9974,347.5,METERS,GHCND_USC00214546,44.2395,-95.3152,10/2/2018,1/1/1961,"LAMBERTON SOUTHWEST RESEARCH AND OUTREACH CENTER, MN US",3.081404315,16,-94.94075274,43.75909698,0.609095892,Elm Creek
0.9943,407.8,METERS,GHCND_USW00014972,43.16444,-95.20167,10/15/2018,10/1/1996,"SPENCER MUNICIPAL AIRPORT, IA US",3.081404315,16,-94.94075274,43.75909698,0.649380278,Elm Creek
0.9965,352.7,METERS,GHCND_USC00410225,29.4608,-101.0286,10/15/2018,5/1/1964,"AMISTAD DAM, TX US",4.437222213,18,-100.7723954,29.767658,0.399753235,Rocksprings
0.8584,304.5,METERS,GHCND_USW00022010,29.3784,-100.927,10/16/2018,8/9/1946,"DEL RIO INTERNATIONAL AIRPORT, TX US",4.437222213,18,-100.7723954,29.767658,0.418836943,Rocksprings
0.7784,280.4,METERS,GHCND_USC00419268,29.185,-99.8325,3/31/2005,1/1/1982,"UVALDE 3 SW, TX US",4.437222213,18,-100.7723954,29.767658,1.105845214,Rocksprings
0.9983,264.6,METERS,GHCND_USW00094910,42.5544,-92.4011,10/16/2018,3/1/1950,"WATERLOO MUNICIPAL AIRPORT, IA US",3.081404315,16,-92.7264073,43.03166024,0.577583047,Charles City
0.9999,373.4,METERS,GHCND_USW00014940,43.1544,-93.3269,10/16/2018,1/1/1948,"MASON CITY MUNICIPAL AIRPORT, IA US",3.081404315,16,-92.7264073,43.03166024,0.612908257,Charles City
0.9749,307.8,METERS,GHCND_USC00136200,42.6467,-91.9131,10/31/2005,5/1/1923,"OELWEIN 2 S, IA US",3.081404315,16,-92.7264073,43.03166024,0.899812842,Charles City
0.9637,179.8,METERS,GHCND_USW00094898,44.02194,-82.79306,10/15/2018,6/24/1999,"PORT HOPE, MI US",2.567836929,15,-83.12266647,43.84277933,0.375151926,Pinnebog
0.9098,178.6,METERS,GHCND_USC00202423,44.2838,-83.5036,10/17/2018,1890-04-01,"EAST TAWAS, MI US",2.567836929,15,-83.12266647,43.84277933,0.582760315,Pinnebog
0.8035,256.6,METERS,GHCND_USC00203527,44.3127,-83.8272,9/30/2009,2/1/2002,"HALE 5 SSW, MI US",2.567836929,15,-83.12266647,43.84277933,0.846872442,Pinnebog
0.8602,503.2,METERS,GHCND_USW00024011,46.7825,-100.7572,10/16/2018,7/1/1936,"BISMARCK MUNICIPAL AIRPORT, ND US",2.139864108,14,-100.6995651,47.12268258,0.345030386,Wilton Wind Farm
0.9915,533.4,METERS,GHCND_USC00325479,46.8127,-100.9097,9/4/2018,7/16/1913,"MANDAN EXPERIMENT STATION, ND US",2.139864108,14,-100.6995651,47.12268258,0.374494162,Wilton Wind Farm
0.9203,577,METERS,GHCND_USC00328840,47.5213,-100.8883,10/7/2018,9/1/1912,"TURTLE LAKE, ND US",2.139864108,14,-100.6995651,47.12268258,0.441040493,Wilton Wind Farm
0.9943,407.8,METERS,GHCND_USW00014972,43.16444,-95.20167,10/15/2018,10/1/1996,"SPENCER MUNICIPAL AIRPORT, IA US",3.081404315,16,-95.29756403,43.38481962,0.240339017,Flying Cloud (Lake Park)
0.9939,401.4,METERS,GHCND_USW00094971,43.40111,-94.74722,10/16/2018,7/1/1996,"ESTHERVILLE MUNICIPAL AIRPORT, IA US",3.081404315,16,-95.29756403,43.38481962,0.550585082,Flying Cloud (Lake Park)
0.9937,368.8,METERS,GHCND_USC00131442,42.7572,-95.5377,10/17/2018,11/13/1921,"CHEROKEE, IA US",3.081404315,16,-95.29756403,43.38481962,0.671990826,Flying Cloud (Lake Park)
0.8354,278.3,METERS,GHCND_USC00300443,43.02966,-78.16822,10/17/2018,6/10/1911,"BATAVIA, NY US",1.78322009,13,-78.2608549,42.62293007,0.417145611,Noble Wethersfield
0.3575,208.8,METERS,GHCND_USW00094704,42.57083,-77.71333,10/15/2018,11/1/1945,"DANSVILLE MUNICIPAL AIRPORT, NY US",1.78322009,13,-78.2608549,42.62293007,0.549998126,Noble Wethersfield
0.9999,218.2,METERS,GHCND_USW00014733,42.9408,-78.7358,10/16/2018,5/1/1938,"BUFFALO NIAGARA INTERNATIONAL, NY US",1.78322009,13,-78.2608549,42.62293007,0.571501649,Noble Wethersfield
1,2214.7,METERS,GHCND_USW00024022,41.3167,-105.6833,10/16/2018,1/1/1948,"LARAMIE AIRPORT, WY US",2.567836929,15,-106.0111554,41.67507015,0.485714252,High Plains
0.903,2176.3,METERS,GHCND_USC00485435,41.34002,-105.60647,10/17/2018,5/1/1966,"LARAMIE 2 NW, WY US",2.567836929,15,-106.0111554,41.67507015,0.525384511,High Plains
0.9966,2252.5,METERS,GHCND_USC00485417,41.2847,-105.5319,10/11/2018,3/1/2009,"LARAMIE 4 SE, WY US",2.567836929,15,-106.0111554,41.67507015,0.618121835,High Plains
0.9401,310,METERS,GHCND_USW00013966,33.9786,-98.4928,10/16/2018,1897-01-01,"WICHITA FALLS MUNICIPAL AIRPORT, TX US",3.081404315,16,-98.37227085,33.50763267,0.486145554,Shannon
0.9027,283.5,METERS,GHCND_USW00093985,32.7816,-98.0602,10/16/2018,3/10/1948,"MINERAL WELLS AIRPORT, TX US",3.081404315,16,-98.37227085,33.50763267,0.790260499,Shannon
0.8552,355.7,METERS,GHCND_USC00414982,33.7542,-99.1442,10/17/2018,4/1/1962,"LAKE KEMP, TX US",3.081404315,16,-98.37227085,33.50763267,0.810351814,Shannon
0.8354,278.3,METERS,GHCND_USC00300443,43.02966,-78.16822,10/17/2018,6/10/1911,"BATAVIA, NY US",1.78322009,13,-78.25864031,42.54511716,0.492907286,Noble Bliss
0.996,647.4,METERS,GHCND_USW00054757,42.10944,-77.99194,10/15/2018,2/2/2000,"WELLSVILLE MUNICIPAL AIRPORT, NY US",1.78322009,13,-78.25864031,42.54511716,0.510826437,Noble Bliss
0.3575,208.8,METERS,GHCND_USW00094704,42.57083,-77.71333,10/15/2018,11/1/1945,"DANSVILLE MUNICIPAL AIRPORT, NY US",1.78322009,13,-78.25864031,42.54511716,0.545916191,Noble Bliss
0.975,805,METERS,GHCND_USW00003164,32.6261,-116.4681,10/16/2018,2/1/1998,"CAMPO ASOS, CA US",2.139864108,14,-116.2978899,32.76318375,0.218548433,Tule
0.4,-12.8,METERS,GHCND_USW00023199,32.81667,-115.68333,10/14/2018,2/1/1945,"EL CENTRO NAF, CA US",2.139864108,14,-116.2978899,32.76318375,0.616883058,Tule
0.9924,424.6,METERS,GHCND_USW00053120,33.0375,-116.91583,10/16/2018,4/16/1998,"RAMONA AIRPORT, CA US",2.139864108,14,-116.2978899,32.76318375,0.6760912,Tule
0.9492,1098.5,METERS,GHCND_USW00023047,35.2295,-101.7042,10/16/2018,3/1/1943,"AMARILLO AIRPORT, TX US",3.697685178,17,-102.0519222,34.77948865,0.568701081,Falvez Astra
0.9952,894.9,METERS,GHCND_USC00418040,35.7048,-101.5492,10/17/2018,10/1/1993,"SANFORD DAM, TX US",3.697685178,17,-102.0519222,34.77948865,1.053057772,Falvez Astra
0.5731,989.1,METERS,GHCND_USC00415410,33.6897,-101.8219,10/17/2018,3/1/1911,"LUBBOCK 9 N, TX US",3.697685178,17,-102.0519222,34.77948865,1.113799574,Falvez Astra
0.8354,278.3,METERS,GHCND_USC00300443,43.02966,-78.16822,10/17/2018,6/10/1911,"BATAVIA, NY US",2.139864108,14,-78.39379155,42.7440134,0.363973217,High Sheldon
0.9999,218.2,METERS,GHCND_USW00014733,42.9408,-78.7358,10/16/2018,5/1/1938,"BUFFALO NIAGARA INTERNATIONAL, NY US",2.139864108,14,-78.39379155,42.7440134,0.394581738,High Sheldon
0.4498,178.3,METERS,GHCND_USW00004724,43.10833,-78.93806,10/15/2018,6/13/1951,"NIAGARA FALLS INTERNATIONAL AIRPORT, NY US",2.139864108,14,-78.39379155,42.7440134,0.65494636,High Sheldon
0.9964,694.9,METERS,GHCND_USC00414967,33.06417,-101.04889,10/17/2018,5/1/1994,"LAKE ALAN HENRY, TX US",3.081404315,16,-100.7263235,32.46083198,0.684153438,Loraine Wind Park
0.9252,765,METERS,GHCND_USW00023041,32.2443,-101.4537,10/17/2018,1/1/1948,"BIG SPRING, TX US",3.081404315,16,-100.7263235,32.46083198,0.758922076,Loraine Wind Park
0.7781,700.1,METERS,GHCND_USC00418566,33.47917,-100.87611,10/16/2018,5/1/1911,"SPUR, TX US",3.081404315,16,-100.7263235,32.46083198,1.029295059,Loraine Wind Park
0.9749,618.7,METERS,GHCND_USC00343304,36.54417,-99.535,3/31/2012,7/1/1940,"FORT SUPPLY, OK US",3.697685178,17,-99.6047779,36.63978785,0.118371148,Centennial (1Q07)
0.6758,667.8,METERS,GHCND_USW00013975,36.2967,-99.7689,10/16/2018,5/1/1904,"GAGE AIRPORT, OK US",3.697685178,17,-99.6047779,36.63978785,0.380322674,Centennial (1Q07)
0.9285,484.6,METERS,GHCND_USC00341445,36.06167,-98.59,8/31/2002,5/6/1943,"CANTON, OK US",3.697685178,17,-99.6047779,36.63978785,1.167901723,Centennial (1Q07)
0.9804,545.6,METERS,GHCND_USW00013962,32.4105,-99.6822,10/16/2018,8/1/1946,"ABILENE REGIONAL AIRPORT, TX US",3.081404315,16,-100.211954,32.34234316,0.534120476,"Buffalo Gap, phase II"
0.9411,594.1,METERS,GHCND_USC00414278,31.84555,-99.56068,10/17/2018,7/1/1953,"HORDS CREEK DAM, TX US",3.081404315,16,-100.211954,32.34234316,0.819122275,"Buffalo Gap, phase II"
0.8222,598.6,METERS,GHCND_USC00416499,31.45389,-100.49333,1/31/2008,12/1/1975,"O C FISHER DAM, TX US",3.081404315,16,-100.211954,32.34234316,0.931944987,"Buffalo Gap, phase II"
0.8174,368.8,METERS,GHCND_USC00328937,46.9558,-98.0203,11/23/2011,1893-04-01,"VALLEY CITY 3 NNW, ND US",3.081404315,16,-97.92885197,47.34345273,0.398293082,Luverne
0.9998,455.4,METERS,GHCND_USW00014919,46.9258,-98.6691,10/16/2018,7/1/1948,"JAMESTOWN MUNICIPAL AIRPORT, ND US",3.081404315,16,-97.92885197,47.34345273,0.849941732,Luverne
0.9951,256.6,METERS,GHCND_USW00014916,47.9428,-97.1839,10/16/2018,8/7/1948,"GRAND FORKS INTERNATIONAL AIRPORT, ND US",3.081404315,16,-97.92885197,47.34345273,0.956122686,Luverne
0.8354,278.3,METERS,GHCND_USC00300443,43.02966,-78.16822,10/17/2018,6/10/1911,"BATAVIA, NY US",2.139864108,14,-78.24060376,42.7461636,0.292591209,Orangeville Wind
0.9999,218.2,METERS,GHCND_USW00014733,42.9408,-78.7358,10/16/2018,5/1/1938,"BUFFALO NIAGARA INTERNATIONAL, NY US",2.139864108,14,-78.24060376,42.7461636,0.532073909,Orangeville Wind
0.3575,208.8,METERS,GHCND_USW00094704,42.57083,-77.71333,10/15/2018,11/1/1945,"DANSVILLE MUNICIPAL AIRPORT, NY US",2.139864108,14,-78.24060376,42.7461636,0.555661308,Orangeville Wind
0.8412,570,METERS,GHCND_USC00355734,45.4825,-120.7236,10/11/2018,1897-11-01,"MORO, OR US",3.081404315,16,-120.2097647,45.65245988,0.541214416,Leaning Juniper (Arlington)
0.9283,253,METERS,GHCND_USC00456768,46.2014,-119.758,10/17/2018,7/1/1925,"PROSSER, WA US",3.081404315,16,-120.2097647,45.65245988,0.710933631,Leaning Juniper (Arlington)
0.9975,71.6,METERS,GHCND_USW00024219,45.6194,-121.1661,10/15/2018,7/1/1948,"DALLESPORT AIRPORT, WA US",3.081404315,16,-120.2097647,45.65245988,0.956906527,Leaning Juniper (Arlington)
0.9964,694.9,METERS,GHCND_USC00414967,33.06417,-101.04889,10/17/2018,5/1/1994,"LAKE ALAN HENRY, TX US",3.081404315,16,-100.7927011,32.71320531,0.434521517,Camp Springs II (08)
0.7781,700.1,METERS,GHCND_USC00418566,33.47917,-100.87611,10/16/2018,5/1/1911,"SPUR, TX US",3.081404315,16,-100.7927011,32.71320531,0.770492663,Camp Springs II (08)
0.9252,765,METERS,GHCND_USW00023041,32.2443,-101.4537,10/17/2018,1/1/1948,"BIG SPRING, TX US",3.081404315,16,-100.7927011,32.71320531,0.81042686,Camp Springs II (08)
0.9841,1536.2,METERS,GHCND_USW00023176,38.41667,-113.01667,10/15/2018,8/1/1996,"MILFORD MUNICIPAL AIRPORT, UT US",3.697685178,17,-112.9308347,38.58522041,0.189147916,Milford Phase II
0.9357,1526.7,METERS,GHCND_USC00425654,38.40168,-113.01624,10/15/2018,1/1/1928,"MILFORD, UT US",3.697685178,17,-112.9308347,38.58522041,0.202437995,Milford Phase II
0.9998,1702.6,METERS,GHCND_USW00093129,37.7086,-113.0944,10/16/2018,7/1/1948,"CEDAR CITY AIRPORT, UT US",3.697685178,17,-112.9308347,38.58522041,0.891749372,Milford Phase II
0.9749,445,METERS,GHCND_USC00252020,40.6092,-96.872,10/17/2018,1893-07-01,"CRETE 4 ESE, NE US",2.567836929,15,-96.93413402,40.04623286,0.566385587,Steele Flats
0.9867,467.9,METERS,GHCND_USC00253065,40.6558,-97.2208,10/17/2018,1/1/1925,"FRIEND 3 E, NE US",2.567836929,15,-96.93413402,40.04623286,0.673609291,Steele Flats
0.7761,385.3,METERS,GHCND_USW00053989,39.29417,-96.92639,1/9/2017,6/1/2006,"FORT RILEY MULTIPLE PURPOSE RANGE, KS US",2.567836929,15,-96.93413402,40.04623286,0.752102733,Steele Flats
0.9841,1536.2,METERS,GHCND_USW00023176,38.41667,-113.01667,10/15/2018,8/1/1996,"MILFORD MUNICIPAL AIRPORT, UT US",3.697685178,17,-112.9350843,38.56036856,0.165243754,Milford Phase I
0.9357,1526.7,METERS,GHCND_USC00425654,38.40168,-113.01624,10/15/2018,1/1/1928,"MILFORD, UT US",3.697685178,17,-112.9350843,38.56036856,0.178236648,Milford Phase I
0.9998,1702.6,METERS,GHCND_USW00093129,37.7086,-113.0944,10/16/2018,7/1/1948,"CEDAR CITY AIRPORT, UT US",3.697685178,17,-112.9350843,38.56036856,0.866539767,Milford Phase I
0.9804,545.6,METERS,GHCND_USW00013962,32.4105,-99.6822,10/16/2018,8/1/1946,"ABILENE REGIONAL AIRPORT, TX US",3.081404315,16,-100.3629166,32.34161088,0.684193568,Sweetwater
0.8222,598.6,METERS,GHCND_USC00416499,31.45389,-100.49333,1/31/2008,12/1/1975,"O C FISHER DAM, TX US",3.081404315,16,-100.3629166,32.34161088,0.897249138,Sweetwater
0.9411,594.1,METERS,GHCND_USC00414278,31.84555,-99.56068,10/17/2018,7/1/1953,"HORDS CREEK DAM, TX US",3.081404315,16,-100.3629166,32.34161088,0.9432179,Sweetwater
0.9999,198.1,METERS,GHCND_USW00014842,40.6675,-89.6839,10/16/2018,5/4/1943,"PEORIA INTERNATIONAL AIRPORT, IL US",2.567836929,15,-89.06508889,40.58660744,0.624075954,White Oak
0.9691,140.2,METERS,GHCND_USC00114013,41.26472,-89.33806,6/30/2009,8/1/1962,"HENNEPIN POWER PLANT, IL US",2.567836929,15,-89.06508889,40.58660744,0.730992388,White Oak
0.9987,205.7,METERS,GHCND_USW00003887,39.83444,-88.86556,10/16/2018,11/1/2000,"DECATUR AIRPORT, IL US",2.567836929,15,-89.06508889,40.58660744,0.778182264,White Oak
0.9289,787,METERS,GHCND_USW00013985,37.7686,-99.9678,10/16/2018,4/1/1909,"DODGE CITY REGIONAL AIRPORT, KS US",3.697685178,17,-99.45061402,37.51496309,0.576032138,Shooting Star
0.9843,467.9,METERS,GHCND_USW00003957,37.2839,-98.5528,10/16/2018,2/5/1998,"MEDICINE LODGE 1 E, KS US",3.697685178,17,-99.45061402,37.51496309,0.927070741,Shooting Star
0.9749,618.7,METERS,GHCND_USC00343304,36.54417,-99.535,3/31/2012,7/1/1940,"FORT SUPPLY, OK US",3.697685178,17,-99.45061402,37.51496309,0.974453807,Shooting Star
0.9098,178.6,METERS,GHCND_USC00202423,44.2838,-83.5036,10/17/2018,1890-04-01,"EAST TAWAS, MI US",2.139864108,14,-83.41676137,43.64552721,0.644153011,Cross Winds Energy Park II
0.9989,201.2,METERS,GHCND_USW00014845,43.53306,-84.07972,10/16/2018,1898-01-01,"SAGINAW MBS INTERNATIONAL AIRPORT, MI US",2.139864108,14,-83.41676137,43.64552721,0.672430681,Cross Winds Energy Park II
0.9637,179.8,METERS,GHCND_USW00094898,44.02194,-82.79306,10/15/2018,6/24/1999,"PORT HOPE, MI US",2.139864108,14,-83.41676137,43.64552721,0.728484718,Cross Winds Energy Park II
0.8174,368.8,METERS,GHCND_USC00328937,46.9558,-98.0203,11/23/2011,1893-04-01,"VALLEY CITY 3 NNW, ND US",3.081404315,16,-97.94569835,47.2958647,0.348151413,Ashtabula II
0.9998,455.4,METERS,GHCND_USW00014919,46.9258,-98.6691,10/16/2018,7/1/1948,"JAMESTOWN MUNICIPAL AIRPORT, ND US",3.081404315,16,-97.94569835,47.2958647,0.812562508,Ashtabula II
0.9951,256.6,METERS,GHCND_USW00014916,47.9428,-97.1839,10/16/2018,8/7/1948,"GRAND FORKS INTERNATIONAL AIRPORT, ND US",3.081404315,16,-97.94569835,47.2958647,0.999430842,Ashtabula II
0.4942,1293.6,METERS,GHCND_USC00244193,46.9997,-109.8704,2/4/2018,7/1/1920,"HOBSON, MT US",2.139864108,14,-109.7511369,46.57020603,0.445745165,Judith Gap
0.9782,1310.6,METERS,GHCND_USC00245761,47.0573,-109.951,6/30/2018,1/1/1909,"MOCCASIN EXPERIMENT STATION, MT US",2.139864108,14,-109.7511369,46.57020603,0.526503359,Judith Gap
0.9742,1263.4,METERS,GHCND_USW00024036,47.0492,-109.4578,10/16/2018,1896-01-08,"LEWISTOWN AIRPORT, MT US",2.139864108,14,-109.7511369,46.57020603,0.561677633,Judith Gap
0.8179,397.5,METERS,GHCND_USW00014925,43.9041,-92.4916,10/16/2018,1893-01-01,"ROCHESTER INTERNATIONAL AIRPORT, MN US",3.697685178,17,-92.67779436,43.76671473,0.231393714,Wapsipinicon Wind
0.9999,373.4,METERS,GHCND_USW00014940,43.1544,-93.3269,10/16/2018,1/1/1948,"MASON CITY MUNICIPAL AIRPORT, IA US",3.697685178,17,-92.67779436,43.76671473,0.892338201,Wapsipinicon Wind
0.9941,351.4,METERS,GHCND_USC00218692,44.0707,-93.5264,10/4/2018,1/2/1915,"WASECA SOUTHERN RESEARCH AND OUTREACH CENTER, MN US",3.697685178,17,-92.67779436,43.76671473,0.901409218,Wapsipinicon Wind
0.9937,395.3,METERS,GHCND_USW00014929,45.4433,-98.413,10/16/2018,1893-01-01,"ABERDEEN REGIONAL AIRPORT, SD US",2.567836929,15,-97.90237712,45.22131002,0.556790156,Day County Wind Project
